,Gene/Region,"HGNC/Dosage ID",Cytoband,GRCh37,GRCh38,"HI Score","Haplo Disease","Haplo Disease ID","TS Score","Triplo Disease","Triplo Disease ID",OMIM,Morbid,%HI,pLI,LOEUF,"Last Eval."
G,AVPR2,HGNC:897,Xq28,X:153168079-153172620,X:153902625-153907166,"3 (Sufficient Evidence)","diabetes insipidus, nephrogenic, X-linked",MONDO:0010581,"0 (No Evidence)",'-,'-,,,12.7,0.56,0.72,02/01/2021
G,AXIN2,HGNC:904,17q24.1,17:63524681-63557766,17:65528563-65561648,"3 (Sufficient Evidence)","oligodontia-cancer predisposition syndrome",MONDO:0012075,"0 (No Evidence)",'-,'-,,,4.92,0.57,0.4,12/08/2021
G,B3GALNT2,HGNC:28596,1q42.3,1:235610505-235667752,1:235439796-235504452,"30 (Autosomal Recessive)","muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type a, 11",MONDO:0014071,"Not Yet Evaluated",'-,'-,,,60.43,0,0.84,08/22/2016
G,B3GALT6,HGNC:17978,1p36.33,1:1167617-1170421,1:1232237-1235041,"30 (Autosomal Recessive)","spondyloepimetaphyseal dysplasia with joint laxity, type 1, with or without fractures",MONDO:0010075,"0 (No Evidence)",'-,'-,,,73.2,0.02,1.43,08/22/2016
G,B4GALT1,HGNC:924,9p21.1,9:33104075-33167334,9:33104077-33185089,"30 (Autosomal Recessive)","B4GALT1-congenital disorder of glycosylation",MONDO:0011772,"0 (No Evidence)",'-,'-,,,58.79,0.04,0.7,08/22/2016
G,B4GALT7,HGNC:930,5q35.3,5:177027133-177037331,5:177600132-177610330,"30 (Autosomal Recessive)","Ehlers-Danlos syndrome, spondylodysplastic type, 1",MONDO:0020682,"0 (No Evidence)",'-,'-,,,41.46,0,1.11,08/22/2016
G,B9D1,HGNC:24123,17p11.2,17:19238008-19281226,17:19334695-19377913,"30 (Autosomal Recessive)","Joubert syndrome 27",MONDO:0014927,"0 (No Evidence)",'-,'-,,,54.99,0,0.95,08/22/2016
G,BAG3,HGNC:939,10q26.11,10:121410892-121437331,10:119651380-119677819,"3 (Sufficient Evidence)","dilated cardiomyopathy 1HH",MONDO:0013479,"0 (No Evidence)",'-,'-,,,55.47,0.62,0.45,02/12/2015
G,BAP1,HGNC:950,3p21.1,3:52435024-52444024,3:52401008-52410008,"3 (Sufficient Evidence)","BAP1-related tumor predisposition syndrome",MONDO:0013692,"0 (No Evidence)",'-,'-,,,18.49,0.99,0.28,12/27/2019
G,BARD1,HGNC:952,2q35,2:215590370-215674407,2:214725646-214809683,"3 (Sufficient Evidence)","hereditary breast carcinoma",MONDO:0016419,"0 (No Evidence)",'-,'-,,,33.35,0,1.36,05/01/2020
G,BBS12,HGNC:26648,4q27,4:123653859-123666094,4:122700442-122744939,"30 (Autosomal Recessive)","Bardet-Biedl syndrome 12",MONDO:0014440,"0 (No Evidence)",'-,'-,,,80.48,0,0.96,08/22/2016
G,BBS5,HGNC:970,2q31.1,2:170336004-170363165,2:169479494-169506655,"30 (Autosomal Recessive)","Bardet-Biedl syndrome 5",MONDO:0014434,"0 (No Evidence)",'-,'-,,,9.97,0,0.89,10/12/2015
G,BBS7,HGNC:18758,4q27,4:122745484-122791629,4:121824329-121870474,"30 (Autosomal Recessive)","Bardet-Biedl syndrome 7",MONDO:0014435,"Not Yet Evaluated",'-,'-,,,20.8,0,0.74,08/22/2016
G,BCAP31,HGNC:16695,Xq28,X:152965947-152989842,X:153700492-153724387,"3 (Sufficient Evidence)","severe motor and intellectual disabilities-sensorineural deafness-dystonia syndrome",MONDO:0010334,"0 (No Evidence)",'-,'-,,,31.87,0.43,0.65,08/08/2023
G,BCHE,HGNC:983,3q26.1,3:165490692-165555211,3:165772904-165837423,"30 (Autosomal Recessive)","butyrylcholinesterase deficiency",MONDO:0015270,"Not Yet Evaluated",'-,'-,,,14.36,0,1.33,08/22/2016
G,BCKDHB,HGNC:987,6q14.1,6:80816327-81055987,6:80106610-80466676,"30 (Autosomal Recessive)","maple syrup urine disease",MONDO:0009563,"Not Yet Evaluated",'-,'-,,,21.83,0,1.1,08/22/2016
G,BCKDK,HGNC:16902,16p11.2,16:31119707-31124159,16:31108386-31117640,"30 (Autosomal Recessive)","branched-chain keto acid dehydrogenase kinase deficiency",MONDO:0013970,"Not Yet Evaluated",'-,'-,,,35.16,0,0.87,08/22/2016
G,BCL11A,HGNC:13221,2p16.1,2:60677655-60780789,2:60450520-60553924,"3 (Sufficient Evidence)","Dias-Logan syndrome",MONDO:0014914,"0 (No Evidence)",'-,'-,,,0.61,0.97,0.32,04/13/2017
G,BCL2L11,HGNC:994,2q13,2:111878491-111926022,2:111120914-111168445,"0 (No Evidence)",'-,'-,"0 (No Evidence)",'-,'-,,,38.11,0.89,0.42,06/21/2018
G,BCLAF1,HGNC:16863,6q23.3,6:136577765-136610984,6:136256627-136289846,"1 (Little Evidence)",'-,'-,"0 (No Evidence)",'-,'-,,,4.44,0,0.93,06/28/2018
G,BCOR,HGNC:20893,Xp11.4,X:39910499-40036582,X:40051246-40177329,"3 (Sufficient Evidence)","microphthalmia, syndromic 2",MONDO:0010261,"0 (No Evidence)",'-,'-,,,16.71,1,0.14,10/04/2012
G,BCR,HGNC:1014,22q11.23,22:23522696-23660224,22:23180509-23318037,"0 (No Evidence)",'-,'-,"0 (No Evidence)",'-,'-,,,5.65,0.99,0.3,07/10/2012
G,BCS1L,HGNC:1020,2q35,2:219524406-219528166,2:218658743-218663443,"30 (Autosomal Recessive)","Bjornstad syndrome",MONDO:0009872,"0 (No Evidence)",'-,'-,,,13.17,0,1.24,08/22/2016
G,BIN1,HGNC:1052,2q14.3,2:127805599-127864730,2:127048023-127107154,"30 (Autosomal Recessive)","myopathy, centronuclear, 2",MONDO:0009709,"Not Yet Evaluated",'-,'-,,,41.75,0.78,0.37,08/22/2016
G,BLM,HGNC:1058,15q26.1,15:91260577-91359396,15:90717346-90816166,"30 (Autosomal Recessive)","Bloom syndrome",MONDO:0008876,"0 (No Evidence)",'-,'-,,,37.81,0,0.75,02/09/2022
G,BLNK,HGNC:14211,10q24.1,10:97948927-98031326,10:96189171-96271569,"30 (Autosomal Recessive)","agammaglobulinemia 4, autosomal recessive",MONDO:0013289,"0 (No Evidence)",'-,'-,,,35.7,0.61,0.39,08/22/2016
G,BMP4,HGNC:1071,14q22.2,14:54416454-54423609,14:53949736-53956891,"2 (Emerging Evidence)","microphthalmia with brain and digit anomalies",MONDO:0011936,"0 (No Evidence)",'-,'-,,,0.22,0.96,0.33,11/09/2021
G,BMPER,HGNC:24154,7p14.3,7:33944527-34196039,7:33904915-34156427,"30 (Autosomal Recessive)",diaphanospondylodysostosis,MONDO:0011946,"Not Yet Evaluated",'-,'-,,,15,0,0.66,08/22/2016
G,BMPR1A,HGNC:1076,10q23.2,10:88516376-88687726,10:86755763-86932844,"3 (Sufficient Evidence)","juvenile polyposis syndrome",MONDO:0017380,"0 (No Evidence)",'-,'-,,,30.17,0.9,0.36,06/24/2020
G,BMPR2,HGNC:1078,2q33.1-q33.2,2:203241050-203432472,2:202376327-202567749,"3 (Sufficient Evidence)","pulmonary hypertension, primary, 1",MONDO:0024533,"0 (No Evidence)",'-,'-,,,1.48,1,0.19,08/26/2020
G,BPHL,HGNC:1094,6p25.2,6:3118610-3153812,6:3118376-3153578,"40 (Dosage Sensitivity Unlikely)",'-,'-,"0 (No Evidence)",'-,'-,,,69.92,0,1.35,02/02/2021
G,BPNT2,HGNC:26019,8q12.1,8:57870490-57906426,8:56957931-56993867,"30 (Autosomal Recessive)","chondrodysplasia with joint dislocations, gPAPP type",MONDO:0013561,"Not Yet Evaluated",'-,'-,,,43.21,0.02,0.84,08/22/2016
G,BPTF,HGNC:3581,17q24.2,17:65821619-65980494,17:67825503-67984378,"3 (Sufficient Evidence)","syndromic intellectual disability",MONDO:0000508,"0 (No Evidence)",'-,'-,,,36.79,1,0.1,07/12/2022
G,BPY2,HGNC:13508,Yq11.223,Y:25130410-25151612,Y:22984263-23005465,"0 (No Evidence)",'-,'-,"0 (No Evidence)",'-,'-,,,94.47,‐,‐,08/22/2012
G,BRAF,HGNC:1097,7q34,7:140413128-140624729,7:140713328-140924929,"1 (Little Evidence)",'-,'-,"0 (No Evidence)",'-,'-,,,8.98,1,0.21,08/04/2014
G,BRAT1,HGNC:21701,7p22.3,7:2577444-2595158,7:2537810-2555524,"30 (Autosomal Recessive)","neonatal-onset encephalopathy with rigidity and seizures",MONDO:0013784,"0 (No Evidence)",'-,'-,,,81.22,0,1,08/22/2016
G,BRCA1,HGNC:1100,17q21.31,17:41196312-41277381,17:43044295-43170327,"3 (Sufficient Evidence)","breast-ovarian cancer, familial, susceptibility to, 1",MONDO:0011450,"0 (No Evidence)",'-,'-,,,1.2,0,0.92,09/23/2021
G,BRCA2,HGNC:1101,13q13.1,13:32889645-32974405,13:32315508-32400268,"3 (Sufficient Evidence)","breast-ovarian cancer, familial, susceptibility to, 2",MONDO:0012933,"0 (No Evidence)",'-,'-,,,13.3,0,0.64,07/14/2021
G,BRIP1,HGNC:20473,17q23.2,17:59756500-59940889,17:61679139-61863528,"3 (Sufficient Evidence)","hereditary breast carcinoma",MONDO:0016419,"0 (No Evidence)",'-,'-,,,17.47,0,0.79,02/15/2019
G,BRPF1,HGNC:14255,3p25.3,3:9773419-9789699,3:9731735-9748015,"3 (Sufficient Evidence)","intellectual developmental disorder with dysmorphic facies and ptosis",MONDO:0015022,"0 (No Evidence)",'-,'-,,,15.78,1,0.18,08/23/2023
G,BRWD3,HGNC:17342,Xq21.1,X:79925002-80065376,X:80669503-80809877,"3 (Sufficient Evidence)","X-linked intellectual disability",MONDO:0100284,"0 (No Evidence)",'-,'-,,,28.63,1,0.08,08/24/2022
G,BSND,HGNC:16512,1p32.3,1:55464606-55482845,1:54998933-55017172,"30 (Autosomal Recessive)","Bartter disease type 4A",MONDO:0011242,"0 (No Evidence)",'-,'-,,,78.77,0,1.78,05/17/2012
G,BTD,HGNC:1122,3p25.1,3:15642859-15764023,3:15601361-15722516,"30 (Autosomal Recessive)","biotinidase deficiency",MONDO:0009665,"0 (No Evidence)",'-,'-,,,76.15,0,1.3,05/21/2015
G,BTK,HGNC:1133,Xq22.1,X:100604438-100645784,X:101349450-101390796,"3 (Sufficient Evidence)","Bruton-type agammaglobulinemia",MONDO:0010421,"0 (No Evidence)",'-,'-,,,4.3,1,0.1,03/24/2021
G,BUB1B,HGNC:1149,15q15.1,15:40453270-40513324,15:40161069-40221123,"30 (Autosomal Recessive)","mosaic variegated aneuploidy syndrome 1",MONDO:0009759,"0 (No Evidence)",'-,'-,,,14.21,0,0.58,02/02/2022
G,C19orf12,HGNC:25443,19q12,19:30189793-30206696,19:29698886-29715789,"30 (Autosomal Recessive)","neurodegeneration with brain iron accumulation 4",MONDO:0013674,"0 (No Evidence)",'-,'-,,,77.08,0.34,1.06,08/22/2016
G,C1QB,HGNC:1242,1p36.12,1:22979729-22988130,1:22653236-22661637,"30 (Autosomal Recessive)","C1Q deficiency",MONDO:0013343,"0 (No Evidence)",'-,'-,,,69.46,0.15,1.04,01/17/2017
G,CA12,HGNC:1371,15q22.2,15:63613577-63674045,15:63321378-63381846,"30 (Autosomal Recessive)","isolated hyperchlorhidrosis",MONDO:0007747,"Not Yet Evaluated",'-,'-,,,56.48,0,1.33,08/22/2016
G,CA5A,HGNC:1377,16q24.2,16:87915155-87970135,16:87881549-87936529,"30 (Autosomal Recessive)","hyperammonemic encephalopathy due to carbonic anhydrase VA deficiency",MONDO:0014332,"0 (No Evidence)",'-,'-,,,88.4,0,0.97,08/22/2016
G,CA8,HGNC:1382,8q12.1,8:61097971-61193959,8:60185412-60281400,"30 (Autosomal Recessive)","cerebellar ataxia, intellectual disability, and dysequilibrium syndrome 3",MONDO:0013188,"0 (No Evidence)",'-,'-,,,10.02,0.01,0.67,08/22/2016
G,CABP2,HGNC:1385,11q13.2,11:67286383-67290917,11:67518912-67523446,"30 (Autosomal Recessive)","autosomal recessive nonsyndromic hearing loss 93",MONDO:0013963,"0 (No Evidence)",'-,'-,,,58.19,0,0.97,08/20/2021
G,CABP4,HGNC:1386,11q13.2,11:67219874-67229223,11:67452403-67461752,"30 (Autosomal Recessive)","cone-rod synaptic disorder, congenital nonprogressive",MONDO:0012490,"0 (No Evidence)",'-,'-,,,71.95,0,1.54,08/22/2016
G,CACNA1A,HGNC:1388,19p13.13,19:13317256-13617293,19:13206442-13506479,"3 (Sufficient Evidence)","episodic ataxia type 2",MONDO:0007163,"0 (No Evidence)",'-,'-,,,35.52,1,0.13,05/21/2017
G,CACNA1C,HGNC:1390,12p13.33,12:2162153-2807116,12:1970780-2697950,"1 (Little Evidence)",'-,'-,"0 (No Evidence)",'-,'-,,,8.42,1,0.1,03/24/2016
G,CACNA1S,HGNC:1397,1q32.1,1:201008640-201081554,1:201039512-201112426,"0 (No Evidence)",'-,'-,"0 (No Evidence)",'-,'-,,,25.88,0,0.52,01/18/2016
G,CADPS2,HGNC:16018,7q31.32,7:121958465-122526514,7:122318411-122886460,"0 (No Evidence)",'-,'-,"0 (No Evidence)",'-,'-,,,4.53,0.37,0.34,07/10/2012
G,CALM1,HGNC:1442,14q32.11,14:90862846-90874612,14:90396502-90408268,"0 (No Evidence)",'-,'-,"0 (No Evidence)",'-,'-,,,0.15,0.94,0.33,12/12/2023
G,CAMK2A,HGNC:1460,5q32,5:149599054-149669693,5:150219491-150290130,"1 (Little Evidence)","intellectual disability, autosomal dominant 53",MONDO:0030919,"0 (No Evidence)",'-,'-,,,5.97,1,0.25,05/24/2023
G,CAMK2B,HGNC:1461,7p13,7:44256753-44365193,7:44217154-44326013,"1 (Little Evidence)","intellectual disability, autosomal dominant 54",MONDO:0030920,"0 (No Evidence)",'-,'-,,,16.28,0.74,0.36,01/25/2023
G,CAMTA1,HGNC:18806,1p36.31-p36.23,1:6845514-7829766,1:6785454-7769706,"3 (Sufficient Evidence)","cerebellar dysfunction with variable cognitive and behavioral abnormalities",MONDO:0013886,"0 (No Evidence)",'-,'-,,,2.22,1,0.17,12/14/2017
G,CANT1,HGNC:19721,17q25.3,17:76987798-77005846,17:78991716-79009764,"30 (Autosomal Recessive)","Desbuquois dysplasia 1",MONDO:0009629,"Not Yet Evaluated",'-,'-,,,65.38,0,1.31,08/22/2016
G,CAPN3,HGNC:1480,15q15.1,15:42651699-42704515,15:42359501-42412317,"30 (Autosomal Recessive)","autosomal recessive limb-girdle muscular dystrophy type 2A",MONDO:0009675,"0 (No Evidence)",'-,'-,,,21.69,0,0.97,08/22/2016
G,CARD14,HGNC:16446,17q25.3,17:78143829-78183130,17:80170030-80209331,"0 (No Evidence)",'-,'-,"0 (No Evidence)",'-,'-,,,75.93,0,1,08/01/2013
G,CASK,HGNC:1497,Xp11.4,X:41374187-41782807,X:41514934-41923554,"3 (Sufficient Evidence)","syndromic X-linked intellectual disability Najm type",MONDO:0010417,"0 (No Evidence)",'-,'-,,,3.08,1,0.07,06/28/2012
G,CASP10,HGNC:1500,2q33.1,2:202047864-202094129,2:201183141-201229406,"1 (Little Evidence)",'-,'-,"0 (No Evidence)",'-,'-,,,89.09,0,1.29,04/10/2020
G,CASQ2,HGNC:1513,1p13.1,1:116242642-116311335,1:115700021-115768714,"30 (Autosomal Recessive)","catecholaminergic polymorphic ventricular tachycardia 2",MONDO:0012762,"Not Yet Evaluated",'-,'-,,,18.61,0,1.38,08/22/2016
G,CASR,HGNC:1514,3q13.33-q21.1,3:121902515-122010476,3:122183668-122291629,"0 (No Evidence)",'-,'-,"0 (No Evidence)",'-,'-,,,3.37,0.05,0.45,03/02/2012
G,CASZ1,HGNC:26002,1p36.22,1:10696661-10856703,1:10636604-10796646,"1 (Little Evidence)",'-,'-,"0 (No Evidence)",'-,'-,,,12.36,1,0.15,04/25/2019
G,CATSPER2,HGNC:18810,15q15.3,15:43920701-43941082,15:43628503-43648884,"30 (Autosomal Recessive)",'-,'-,"0 (No Evidence)",'-,'-,,,73.76,0,1.22,09/20/2012
G,CBFB,HGNC:1539,16q22.1,16:67063052-67134961,16:67029149-67101058,"0 (No Evidence)",'-,'-,"0 (No Evidence)",'-,'-,,,9.25,0.96,0.33,02/22/2012
G,CBL,HGNC:1541,11q23.3,11:119077049-119178859,11:119206339-119308149,"0 (No Evidence)","CBL-related disorder",MONDO:0013308,"0 (No Evidence)",'-,'-,,,3.6,0,0.5,02/14/2024
G,CBS,HGNC:1550,21q22.3,21:44473301-44496983,21:43053191-43076873,"30 (Autosomal Recessive)","classic homocystinuria",MONDO:0009352,"0 (No Evidence)",'-,'-,,,40.28,0,0.73,08/22/2016
G,CBY2,HGNC:30720,13q14.13,13:46276455-46288694,13:45702320-45714559,"40 (Dosage Sensitivity Unlikely)",'-,'-,"0 (No Evidence)",'-,'-,,,62.14,0,1.09,02/03/2021
G,CC2D2A,HGNC:29253,4p15.32,4:15471489-15603180,4:15469865-15601557,"30 (Autosomal Recessive)","Joubert syndrome and related disorders",MONDO:0015369,"0 (No Evidence)",'-,'-,,,79.39,0,0.78,07/17/2013
G,CCBE1,HGNC:29426,18q21.32,18:57098171-57364655,18:59430939-59697721,"30 (Autosomal Recessive)","Hennekam lymphangiectasia-lymphedema syndrome 1",MONDO:0009337,"Not Yet Evaluated",'-,'-,,,44.75,0,1.01,08/22/2016
G,CCDC103,HGNC:32700,17q21.31,17:42977097-42982758,17:44899729-44905390,"30 (Autosomal Recessive)","primary ciliary dyskinesia 17",MONDO:0013854,"Not Yet Evaluated",'-,'-,,,67.25,0,1.36,08/22/2016
G,CCDC39,HGNC:25244,3q26.33,3:180331796-180397277,3:180614008-180679489,"30 (Autosomal Recessive)","primary ciliary dyskinesia 14",MONDO:0013434,"0 (No Evidence)",'-,'-,,,54.04,0,0.75,08/22/2016
G,CCDC40,HGNC:26090,17q25.3,17:78010441-78074412,17:80036642-80100613,"30 (Autosomal Recessive)","primary ciliary dyskinesia 15",MONDO:0013435,"Not Yet Evaluated",'-,'-,,,95.52,0,0.85,08/22/2016
G,CCDC8,HGNC:25367,19q13.32,19:46913586-46916821,19:46410329-46413564,"30 (Autosomal Recessive)","3M syndrome 3",MONDO:0013627,"0 (No Evidence)",'-,'-,,,90.02,0.25,0.83,08/22/2016
G,CCN6,HGNC:12771,6q21,6:112375307-112390889,6:112052813-112069686,"30 (Autosomal Recessive)","progressive pseudorheumatoid arthropathy of childhood",MONDO:0008827,"Not Yet Evaluated",'-,'-,,,48.76,0,0.84,08/22/2016
G,CCNQ,HGNC:28434,Xq28,X:152853383-152864595,X:153587925-153599139,"2 (Emerging Evidence)","syndactyly-telecanthus-anogenital and renal malformations syndrome",MONDO:0010408,"0 (No Evidence)",'-,'-,,,61.79,0.9,0.4,12/01/2021
G,CCT5,HGNC:1618,5p15.2,5:10250033-10266524,5:10249921-10266412,"30 (Autosomal Recessive)","hereditary sensory and autonomic neuropathy with spastic paraplegia",MONDO:0009748,"0 (No Evidence)",'-,'-,,,23.05,1,0.19,08/22/2016
G,CD19,HGNC:1633,16p11.2,16:28943292-28950663,16:28931971-28939342,"30 (Autosomal Recessive)","immunodeficiency, common variable, 3",MONDO:0013283,"Not Yet Evaluated",'-,'-,,,36.07,0.9,0.36,08/22/2016
G,CD27,HGNC:11922,12p13.31,12:6554121-6560879,12:6443892-6451713,"30 (Autosomal Recessive)","lymphoproliferative syndrome 2",MONDO:0014054,"Not Yet Evaluated",'-,'-,,,67.27,0.01,0.92,07/28/2023
G,CD36,HGNC:1663,7q21.11,7:80231523-80308593,7:80602207-80679274,"30 (Autosomal Recessive)","platelet-type bleeding disorder 10",MONDO:0012031,"Not Yet Evaluated",'-,'-,,,15.69,0,2,08/22/2016
G,CD3D,HGNC:1673,11q23.3,11:118209669-118213420,11:118338954-118342705,"30 (Autosomal Recessive)","immunodeficiency 19",MONDO:0014280,"Not Yet Evaluated",'-,'-,,,84.89,0,1.46,08/22/2016
G,CD3E,HGNC:1674,11q23.3,11:118175445-118186888,11:118304730-118316173,"30 (Autosomal Recessive)","immunodeficiency 18",MONDO:0014278,"0 (No Evidence)",'-,'-,,,86.63,0,0.92,05/09/2017
G,CD3G,HGNC:1675,11q23.3,11:118215059-118225876,11:118344344-118355161,"30 (Autosomal Recessive)","combined immunodeficiency due to CD3gamma deficiency",MONDO:0014276,"Not Yet Evaluated",'-,'-,,,82.39,0,1.22,08/22/2016
G,CD40LG,HGNC:11935,Xq26.3,X:135730317-135742549,X:136648158-136660390,"3 (Sufficient Evidence)","hyper-IgM syndrome type 1",MONDO:0010626,"0 (No Evidence)",'-,'-,,,8.39,0.72,0.56,04/08/2020
G,CD59,HGNC:1689,11p13,11:33724556-33758025,11:33703010-33736479,"30 (Autosomal Recessive)","primary CD59 deficiency",MONDO:0012858,"Not Yet Evaluated",'-,'-,,,97.5,0.61,1,08/22/2016
G,CD8A,HGNC:1706,2p11.2,2:87011728-87035519,2:86784605-86808396,"30 (Autosomal Recessive)","susceptibility to respiratory infections associated with CD8alpha chain mutation",MONDO:0012161,"0 (No Evidence)",'-,'-,,,84.5,0,1.5,08/22/2016
G,CDAN1,HGNC:1713,15q15.2,15:43015742-43029326,15:42723544-42737128,"30 (Autosomal Recessive)","anemia, congenital dyserythropoietic, type 1a",MONDO:0009135,"0 (No Evidence)",'-,'-,,,40.71,0,0.68,08/22/2016
G,CDC42BPB,HGNC:1738,14q32.32,14:103398717-103523886,14:102932380-103057549,"1 (Little Evidence)","autism spectrum disorder",MONDO:0005258,"0 (No Evidence)",'-,'-,,,65.08,1,0.12,10/24/2018
G,CDC73,HGNC:16783,1q31.2,1:193091161-193223945,1:193122031-193254815,"3 (Sufficient Evidence)","hyperparathyroidism 2 with jaw tumors",MONDO:0007768,"0 (No Evidence)",'-,'-,,,11.74,1,0.19,04/13/2022
G,CDH1,HGNC:1748,16q22.1,16:68771195-68869440,16:68737292-68835537,"3 (Sufficient Evidence)","hereditary diffuse gastric adenocarcinoma",MONDO:0007648,"0 (No Evidence)",'-,'-,,,0.51,0.15,0.43,04/10/2020
G,CDH15,HGNC:1754,16q24.3,16:89238156-89261900,16:89171748-89195492,"0 (No Evidence)","intellectual disability, autosomal dominant 3",MONDO:0012946,"0 (No Evidence)",'-,'-,,,74.65,0,1.11,08/08/2013
G,CDH23,HGNC:13733,10q22.1,10:73156677-73575704,10:71396920-71815947,"30 (Autosomal Recessive)","inherited auditory system disease",MONDO:0037940,"Not Yet Evaluated",'-,'-,,,15.83,0,0.57,08/22/2016
G,CDHR1,HGNC:14550,10q23.1,10:85954293-85979377,10:84194537-84219621,"30 (Autosomal Recessive)","cone-rod dystrophy 15",MONDO:0013348,"Not Yet Evaluated",'-,'-,,,54.74,0,1.31,08/22/2016
G,CDIN1,HGNC:26929,15q14,15:36871827-37102445,15:36579626-36810244,"30 (Autosomal Recessive)","congenital dyserythropoietic anemia type type 1B",MONDO:0014285,"Not Yet Evaluated",'-,'-,,,2.88,0,1.06,08/22/2016
G,CDK13,HGNC:1733,7p14.1,7:39989855-40139179,7:39950256-40099580,"2 (Emerging Evidence)","syndromic intellectual disability",MONDO:0000508,"Not Yet Evaluated",'-,'-,,,11.16,0.91,0.32,02/23/2022
G,CDK4,HGNC:1773,12q14.1,12:58141510-58146093,12:57747727-57752310,"0 (No Evidence)","melanoma, cutaneous malignant, susceptibility to, 3",MONDO:0012183,"0 (No Evidence)",'-,'-,,,1.03,0.06,0.64,09/02/2020
G,CDK5RAP2,HGNC:18672,9q33.2,9:123151153-123342445,9:120388875-120580167,"30 (Autosomal Recessive)","microcephaly 3, primary, autosomal recessive",MONDO:0011488,"Not Yet Evaluated",'-,'-,,,55.08,0,0.66,08/22/2016
G,CDK6,HGNC:1777,7q21.2,7:92234235-92465887,7:92604921-92836573,"30 (Autosomal Recessive)","microcephaly 12, primary, autosomal recessive",MONDO:0014484,"Not Yet Evaluated",'-,'-,,,1.6,0.98,0.28,08/22/2016
G,CDKL5,HGNC:11411,Xp22.13,X:18443728-18671749,X:18425608-18653629,"3 (Sufficient Evidence)","developmental and epileptic encephalopathy, 2",MONDO:0010396,"0 (No Evidence)",'-,'-,,,13.18,1,0.23,07/12/2012
G,CDKN1B,HGNC:1785,12p13.1,12:12870302-12875303,12:12717368-12722369,"3 (Sufficient Evidence)","multiple endocrine neoplasia type 4",MONDO:0012552,"0 (No Evidence)",'-,'-,,,1.36,0.62,0.65,07/08/2020
G,CDKN1C,HGNC:1786,11p15.4,11:2904448-2907005,11:2883218-2885775,"3 (Sufficient Evidence)","Beckwith-Wiedemann syndrome",MONDO:0007534,"0 (No Evidence)",'-,'-,,,24.52,0.82,0.53,09/25/2020
G,CDKN2A,HGNC:1787,9p21.3,9:21967751-21995323,9:21967752-21995324,"3 (Sufficient Evidence)","melanoma, cutaneous malignant, susceptibility to, 2",MONDO:0007964,"0 (No Evidence)",'-,'-,,,0.81,0.39,0.95,03/18/2022
G,CDT1,HGNC:24576,16q24.3,16:88870197-88875666,16:88803789-88809258,"30 (Autosomal Recessive)","Meier-Gorlin syndrome 4",MONDO:0013431,"Not Yet Evaluated",'-,'-,,,45.26,0,1.22,08/22/2016
G,CDY1,HGNC:1809,Yq11.23,Y:27768264-27771049,Y:25622115-25625511,"0 (No Evidence)",'-,'-,"0 (No Evidence)",'-,'-,,,93.18,‐,‐,08/22/2012
G,CEBPA,HGNC:1833,19q13.11,19:33790840-33793470,19:33299934-33302534,"0 (No Evidence)","acute myeloid leukemia",MONDO:0018874,"0 (No Evidence)",'-,'-,,,47.24,0.55,1.18,06/09/2022
G,CEBPE,HGNC:1836,14q11.2,14:23586515-23588464,14:23117306-23119255,"30 (Autosomal Recessive)","specific granule deficiency 1",MONDO:0044207,"Not Yet Evaluated",'-,'-,,,30.23,0.01,1,08/22/2016
G,CELF4,HGNC:14015,18q12.2,18:34823003-35145761,18:37242844-37565798,"1 (Little Evidence)","intellectual disability",MONDO:0001071,"0 (No Evidence)",'-,'-,,,4.37,1,0.23,12/07/2022
G,CENPJ,HGNC:17272,13q12.12-q12.13,13:25456417-25496999,13:24882279-24934000,"30 (Autosomal Recessive)","microcephaly 6, primary, autosomal recessive",MONDO:0012029,"Not Yet Evaluated",'-,'-,,,54.37,0,0.97,08/22/2016
G,CENPP,HGNC:32933,9q22.31,9:95087750-95382811,9:92325468-92620529,"0 (No Evidence)",'-,'-,"0 (No Evidence)",'-,'-,,,76.86,0.05,0.68,09/19/2012
G,CEP164,HGNC:29182,11q23.3,11:117192494-117283982,11:117321778-117413266,"30 (Autosomal Recessive)","nephronophthisis 15",MONDO:0013917,"0 (No Evidence)",'-,'-,,,29.41,0,0.84,08/22/2016
G,CEP290,HGNC:29021,12q21.32,12:88442793-88535865,12:88049016-88142088,"30 (Autosomal Recessive)","Joubert syndrome and related disorders",MONDO:0015369,"0 (No Evidence)",'-,'-,,,13.34,0,0.99,08/22/2012
G,CEP78,HGNC:25740,9q21.2,9:80850991-80894606,9:78236075-78279690,"30 (Autosomal Recessive)","cone-rod dystrophy and hearing loss 1",MONDO:0020778,"0 (No Evidence)",'-,'-,,,49.15,0,1.02,10/23/2017
